index,nom_agence,ville,email,site_web,domaine,confiance_actuelle
4126,Accueil - 4 Sweet Homes | Agence immobilière,,welcome@4sweethomes.com,https://4sweethomes.com/,4sweethomes.com,BASSE
4185,Espace Client - Biarritz,Biarritz,contact@cabinetmaurel.com,https://www.cabinetmaurel.com/espace-client/,cabinetmaurel.com,BASSE
4213,Agence immobilière Honesty | Réseau d'agences n°1 en ...,Agence,info@honesty.be,https://www.honesty.be/,honesty.be,BASSE
4266,"Horton, agence immobilière Nantes (44000)",Nantes,bonjour@horton.immo,https://www.horton.immo/,horton.immo,BASSE
4550,"Baguelin Immobilier – Toute la compétence, le sérieux et le ...",Fouras,contact@baguelin-immobilier.com,https://baguelin-immobilier.com/,baguelin-immobilier.com,BASSE
4654,Nos agences,Louhans,e.cally@lesclefs-e-mmobilieres.fr,https://www.lesclefs-e-mmobilieres.fr/agence/302607___/les-clefs-e-mmobilieres-louhans.html,lesclefs-e-mmobilieres.fr,BASSE
4690,Nos agences,Chasselay,julien.michaud@immosaintcyr.fr,https://www.immosaintcyr.fr/nos-agences,immosaintcyr.fr,BASSE
26,Lionel Kazan AS Immobilier,Paris,as.immobilier@orange.fr,https://www.immo-as.com/,immo-as.com,BASSE
57,AGT Bastille,Paris,contact@agtbastille.com,https://www.agtbastille.fr/,agtbastille.fr,BASSE
68,"Agence immobilière à Paris – Vente, Estimation ...",Paris,agence@opa-immobilier.com,https://opaimmobilier.com/,opaimmobilier.com,BASSE
156,Devenez agent immobilier indépendant avec Naos Immobilier,,rejoindre@naosimmobilier.com,https://rejoindre-naosimmobilier.com/,rejoindre-naosimmobilier.com,BASSE
211,"Alsace-Gestion – L'immobilier de confiance, ancré pour demain",Schirrhein,contact@alsace-gestion.fr,https://www.alsace-gestion.fr/,alsace-gestion.fr,BASSE
340,"OIKO GESTION à MARSEILLE - Chiffre d'Affaires, Résultat ...",Paris,contact@oikogestion.fr,https://societeinfo.com/app/recherche/etablissement/51955597300055,societeinfo.com,BASSE
643,Smart Invest Immo : Votre investissement locatif à fort rendement,,smartinvest@smartinvestimmo.com,https://smartinvestimmo.com/,smartinvestimmo.com,BASSE
653,Jeanson Properties | Estimations Gratuites,Paris,avotreservice@jeansonproperties.com,https://www.jeansonproperties.com/,jeansonproperties.com,BASSE
832,Présentation et services Alpha Immobilier à Montauban,Montauban,mika@alpha-immobilier-82.com,https://www.alpha-immobilier-82.com/notre-agence,alpha-immobilier-82.com,BASSE
959,Avousl'immo – Agence immobilière Rueil-Malmaison (92500 ...,Rueil-Malmaison,contact@avouslimmo.fr,https://www.avouslimmo.fr/,avouslimmo.fr,BASSE
1137,Candidater auprès de Toit et moi - Ville de Mons,Toit,contact@toit-et-moi.com,https://www.mons.be/fr/vivre-a-mons/developpement-urbain-et-economique/habiter-construire-et-renover/logement-social/candidater-aupres-de-toit-et-moi,mons.be,BASSE
1193,"Agence Ceres Immobilier 65 rue Céres à Reims, L'Agence ...",Reims,agence.ceres.reims@wanadoo.fr,https://www.agenceceres.fr/,agenceceres.fr,BASSE
1295,Privacy Policy - Empire Management Group,Chatou,empire.immo78@gmail.com,https://empirehoa.com/privacy-policy/,empirehoa.com,BASSE
1334,"BMC Immobilier: Agences immobilières Eaubonne, Le Plessis ...",Le Plessis-Bouchard,contact@bmc-immobilier.fr,https://www.bmc-immobilier.fr/,bmc-immobilier.fr,BASSE
1581,Nos annonces de vente,Chazay,immochazay@immochazay.com,https://www.immochazay.com/a-vendre/1,immochazay.com,BASSE
1584,Agent immobilier EXCELL IMMOBILIER,Saint Pol,info@excellimmobilier.com,https://www.fattuto.com/agent-immobilier/st-pol-de-leon/excell-immobilier/,fattuto.com,BASSE
1622,Agences immobilières L'Arbresle et Charnay| Immo ...,Charnay,charnay@immo-developpement.fr,https://www.immo-developpement69.fr/,immo-developpement69.fr,BASSE
1906,Bersot Immobilier - Estimation • Vente • Location • Gestion ...,,besancon@bersot.net,https://www.bersot.net/,bersot.net,BASSE
1983,✅ Olivier Genin - ✅ Co-founder and Director of Eaux ...,Lyon,olivier@groupe-rif.com,https://fr.linkedin.com/in/oliviergenin-/en,fr.linkedin.com,BASSE
2027,Accès client,Écully,direction@regieouestlyonnais.fr,https://www.regieouestlyonnais.net/lien-acces+client-162.html,regieouestlyonnais.net,BASSE
2077,Partenaires et liens - Immobilière du Parc,Marseille,immoparc@orange.fr,https://www.immobiliereduparc-marseille.fr/nos-partenaires,immobiliereduparc-marseille.fr,BASSE
2193,M et Mme Immo - Réseau de Mandataires Immobiliers,Ruy,contact@m-et-mme-immo.com,https://www.m-et-mme-immo.com/,m-et-mme-immo.com,BASSE
2324,Investazur Nice – Agence immobilière à Nice,Nice,investazurimmobilier@gmail.com,https://investazur.com/,investazur.com,BASSE
2478,Immobilier Aix-en-Provence et Fuveau Agence SAINT-JEAN ...,Fuveau Tél,aix@saintjeandemalte.fr,https://www.saintjeandemalte-immobilier.com/,saintjeandemalte-immobilier.com,BASSE
2682,Agence immobilière Six-Fours-les-Plages | ART'IMMO,Six-Fours,contact@agence-artimmo.fr,https://www.agence-artimmo.fr/,agence-artimmo.fr,BASSE
2706,Sébastien Brunetto Immobilier - Expert immobilier du littoral ...,Le Crotoy,contact@sebastienbrunetto-immobilier.fr,https://sebastienbrunetto-immobilier.fr/,sebastienbrunetto-immobilier.fr,BASSE
2764,Agence Cap Mala: Agence immobilière Cap-d'Ail,Cap,muriel@agence-cap-mala.fr,https://www.agence-cap-mala.fr/,agence-cap-mala.fr,BASSE
2820,Agence des Baous,,info@agencedesbaous.com,https://www.agencedesbaous.com/,agencedesbaous.com,BASSE
2943,Agence immobilière Toulouse St Cyprien 31300,Toulouse,agence31300@lesclesdetoulouse.fr,https://www.human-immobilier.fr/toulouse-st-cyprien,human-immobilier.fr,BASSE
2961,Votre Projet Immobilier en haute Garonne,Aurignac,contact@sudproprietes.com,https://www.sudproprietes.com/sud-proprietes.php,sudproprietes.com,BASSE
2983,"Agence immobilière Lannes, l'immobilier à Castelnaudary et ...",Castelnaudary,agence.lannes@orange.fr,https://www.agence-lannes.fr/,agence-lannes.fr,BASSE
3013,Agence Eureka: Agence immobilière Toulouse,Anglet,locations@agence-eureka.fr,https://www.agence-eureka.fr/,agence-eureka.fr,BASSE
3063,DEFLANDRE Résidences & Propriétés,Montpellier,contact@agence-deflandre.com,https://fr.linkedin.com/company/agence-deflandre,fr.linkedin.com,BASSE
3241,"Agence Propriétés du Golfe, l'immobilier à Sète, Mont Saint ...",Sète,contact@proprietesdugolfe.fr,https://www.proprietesdugolfe.fr/,proprietesdugolfe.fr,BASSE
3475,Notre agence,,contact@agtimmobilier.fr,https://www.agtimmobilier.com/contact.php,agtimmobilier.com,BASSE
3591,Nos biens immobiliers à vendre,,transac.immobilier@orange.fr,https://www.transac-immobilier.fr/a-vendre/1,transac-immobilier.fr,BASSE
3744,NOTRE AGENCE,Nancy Notre équipe,benoit.masson@mavi-immobilier.fr,https://mavi-immobilier.fr/fr/notre-agence,mavi-immobilier.fr,BASSE
3857,Agence L.: Immobilier sur mesure à Bordeaux,Bordeaux,laure@agencel-immo.fr,https://agencel-immo.fr/,agencel-immo.fr,BASSE
3927,Notre agence,,rousselleimmoprestige@gmail.com,https://www.rousselleimmoprestige.com/content/1/notre-agence.html,rousselleimmoprestige.com,BASSE
3972,GAËLLE ABADIE - Immobilier de luxe à Pau & Biarritz,Pau,contact@abadieimmoprestige.fr,https://fr.linkedin.com/in/ga%C3%ABlle-abadie-7633b8b2,fr.linkedin.com,BASSE
4009,Sélection d'annonces avec Cabinet Prestige Atlantique,,w.frigerio@prestigeatlantique.com,https://www.prestigeatlantique.com/selection,prestigeatlantique.com,BASSE
4065,Le Logis Basque: Agence immobilière Anglet,Anglet Activités,location@lelogisbasque.fr,https://www.lelogisbasque.fr/,lelogisbasque.fr,BASSE
4093,MP IMMO: Agence immobilière à Bordeaux,Bordeaux,contact@mp-immo.fr,https://mp-immo.fr/,mp-immo.fr,BASSE
4117,Notre agence,Agen Tel,carolineriquet.immobilier@gmail.com,https://www.carolineriquetimmobilier.com/agencies/,carolineriquetimmobilier.com,BASSE
4155,Nos conseillers,,marin.immobilier@gmail.com,https://www.marin-immobilier.fr/content/3/nos-conseillers.html,marin-immobilier.fr,BASSE
4334,Nos conseillers,,carole.rochais@orange.fr,https://www.rochaisimmobilier.fr/content/1/nos-conseillers.html,rochaisimmobilier.fr,BASSE
4428,Nos biens immobiliers à vendre,Pornic,contact@distinction-immobilier.fr,https://www.distinction-immobilier.fr/vente/4,distinction-immobilier.fr,BASSE
5,HL Gestion,,contact@hlgestion.fr,https://www.hlgestion.fr/,hlgestion.fr,BASSE
6,Agence immobilière Paris 20ème (75020),Paris,pitoy@20emeappart.com,https://www.20emeappart.com/agence/123335___/20eme-appart-gambetta.html,20emeappart.com,BASSE
131,MASSIMO IMMOBILIER Paris: MASSIMO Immobilier - Votre ...,Paris,paris19@massimoimmobilier.com,https://www.massimoimmobilier.com/,massimoimmobilier.com,BASSE
236,Agence immobilière sur Paris 75006,Qui,lebelavenir@gmail.com,https://www.bel-avenir.fr/agence-immobiliere-paris-75006/,bel-avenir.fr,BASSE
300,"Estimer, Vendre, Gestion, location avec l'agence ... - Perfia",Drancy Tél,transaction@perfia.fr,https://immobilier.perfia.fr/,immobilier.perfia.fr,BASSE
351,"Etude Rive Gauche, agence immobilière Paris 6ème et environs",Paris Téléphone,etuderivegauche@magiconline.fr,https://www.etuderivegauche.fr/,etuderivegauche.fr,BASSE
793,Planet'Immo: Agence immobilière Saint-Priest-en-Jarez,Saint-Priest,contact@agences-planetimmo.com,https://www.agences-planetimmo.com/,agences-planetimmo.com,BASSE
804,Adrian Parker: Agence immobilière pour vente et location Le ...,Le Havre,contact@adrianparker.fr,https://www.adrianparker.fr/,adrianparker.fr,BASSE
807,Thierry Churaqui | Dirigeant de la Société ECOBAT IMMO ...,Malakoff,thierry.churaqui@ecobat.fr,https://infonet.fr/dirigeants/66a9e6d541b87699639fd1f4/,infonet.fr,BASSE
831,Juraimmobilier - Location et Vente de biens immobiliers dans ...,,info@juraimmobilier.ch,https://juraimmobilier.ch/,juraimmobilier.ch,BASSE
864,"Cabinet SGP, agence immobilière à Buc",Buc,cabinetsgp@orange.fr,https://www.cabinetsgp.com/,cabinetsgp.com,BASSE
925,Origin Immo - OriginImmo,Immo,origin.immo@gmail.com,https://originimmo.eu/,originimmo.eu,BASSE
956,Recrutement agent immobilier indépendant | 80% à 100 ...,,contact@leclubdesagents.fr,https://leclubdesagents.net/rejoindre/recrutement.php,leclubdesagents.net,BASSE
980,Vente - Agence immobilière Expert Immo - Cagnes sur Mer.,,expert.immo@laposte.net,https://www.myexpert.immo/Vente.html,myexpert.immo,BASSE
1057,GT IMMO 94 (GTI 94) - L'Annuaire des Entreprises - Data gouv,Saint-Maur,contact@gti94.fr,https://annuaire-entreprises.data.gouv.fr/entreprise/980549273,annuaire-entreprises.data.gouv.fr,BASSE
1288,"Société FOREVER IMMO : Chiffre d'affaires, statuts, extrait ...",Lamentin,contact@forever.immo,https://www.pappers.fr/entreprise/forever-immo-982504193,pappers.fr,BASSE
1356,Esprit de famille agence immobilière,Caluire,contact@espritdefamille.immo,https://espritdefamille.immo/fr/,espritdefamille.immo,BASSE
1668,Immobilier Lille - Immosens : Agence immobilière,,lille@immosens.fr,https://www.immosens.fr/,immosens.fr,BASSE
1706,Sud Azur Properties,Èze France,info@sudazurproperties.fr,https://sudazurproperties.fr/en/,sudazurproperties.fr,BASSE
1859,Cyrano Immobilier: Agence immobilière Bergerac,Bergerac,immobilier.cyrano@gmail.com,https://www.cyranoimmobilier.com/,cyranoimmobilier.com,BASSE
1912,Agence immobilière à Megève (74120),Megève,c.monod@immo-valley.com,https://www.immo-valley.com/fr/agence-immobiliere/megeve/immo-valley-megeve/55D6DAFEF3739299629857,immo-valley.com,BASSE
1975,Jean-Noël HUBERT | Real estate agent,Vichy France,jean-noel@ajylimmo.fr,https://ajylimmo.com/en/team/109654,ajylimmo.com,BASSE
1982,Agence immobilière Vichy | Le Marché de l'Immobilier,Vichy,contact@marcheimmovichy.fr,https://www.marcheimmovichy.fr/,marcheimmovichy.fr,BASSE
2040,Profil Immo: Agence immobilière Valserhône,Bellegarde,agence@profilimmo.fr,https://www.profilimmo.fr/,profilimmo.fr,BASSE
2233,"Agence immobilière à Nice – L'Agence M · Estimation, achat ...",Contactez,contact@lagencem.immo,https://lagencem.immo/,lagencem.immo,BASSE
2418,L'agence Julie Immobilier: Agence immobilière à Graveson,Saint Martin,contact@lagence-julieimmobilier.com,https://www.lagence-julieimmobilier.com/,lagence-julieimmobilier.com,BASSE
2440,CAP 2000 AGENCE IMMOBILIERE - Roanne (42300),Roanne Email,contact@cap2000-immo.com,https://www.superimmo.com/agence/roanne-42300/cap-2000-agence-immobiliere-xphjo,superimmo.com,BASSE
2456,Actuel Immobilier Savills | Estate Agent Aix-en-Provence ...,Aix,info@actuelimmo.com,https://www.actuelimmo.com/en,actuelimmo.com,BASSE
2490,Agence immobilière Limoges | IMMOINVEST,Limoges,info@immoinvest87.com,https://www.immoinvest87.com/,immoinvest87.com,BASSE
2498,MP Propriétés : Agence immobilière au Rayol-Canadel-sur-Mer,Rayol-Canadel,mariepenna@mpproprietes.com,https://mpproprietes.com/fr/,mpproprietes.com,BASSE
2532,"TOPIMMO, votre partenaire immobilier dans le Grand Est",,contact@topimmo.fr,https://www.topimmo.fr/,topimmo.fr,BASSE
2539,"Agence Actu: Agence immobilière à Antibes, vente immobilier",Antibes France,agenceactu@gmail.com,https://agence-actu.com/fr/,agence-actu.com,BASSE
2789,Agence immobilière à Strasbourg - Haguenau - Brumath,Hoenheim,gilles.capiaux@ita67.fr,https://www.ita-immobilier.fr/agents/ita-immobilier/,ita-immobilier.fr,BASSE
2804,Agence immobilière CityLife Draguignan,Draguignan,draguignan@citylife.fr,https://www.citylife.fr/fr/nos-agences/citylife-draguignan/155,citylife.fr,BASSE
2831,Real Estate - Rentals Relooking Renovation - Resolving,,info@immobilia-re.net,https://immobilia-re.net/,immobilia-re.net,BASSE
2887,Agence immobilière L'Isle-sur-la-Sorgue | ACHETERHOM,,islesurlasorgue@buyhom.fr,https://www.buyhom.fr/,buyhom.fr,BASSE
2896,Immo Fabio: Agence immobilière à Plan de Cuques,Plan,contact@immofabio.fr,https://www.immofabio.fr/,immofabio.fr,BASSE
3049,Notre équipe | Immobilière du Terral,Bordeaux,c.riviere@immoduterral.com,https://www.immoduterral.com/equipe/,immoduterral.com,BASSE
3258,Liste des biens immobiliers pour: location de Cabinet Sitea ...,Colomiers,contact@sitea-immo.fr,https://www.sitea-immo.com/resultats?transac=location,sitea-immo.com,BASSE
3391,"Xavier Paris, mandataire immobilier Aix-en-Provence ...",La Madeleine,xavier@monagentdeconfiance.fr,https://www.agentmandataire.fr/xavierparis,agentmandataire.fr,BASSE
3771,Accord Immobilier: Agence immobilière Troyes,Troyes,accordimmobilier.10@gmail.com,https://www.accordimmobilier.com/,accordimmobilier.com,BASSE
3820,ImmoVerdeaux: Agence immobilière Lunéville,,shattermann@immoverdeaux.fr,https://www.immoverdeaux.fr/,immoverdeaux.fr,BASSE
3896,Rive-Droite immobilier: Accueil,Langoiran,agence@rive-droiteimmobilier.fr,https://www.rive-droiteimmobilier.fr/,rive-droiteimmobilier.fr,BASSE
4125,Saint Cybard Immobilier - Gérard Themot | Agence ...,Angoulême,contact@saintcybard-immobilier.fr,https://saintcybard-immobilier.fr/,saintcybard-immobilier.fr,BASSE
4143,Estimation immobilière Bergerac,Bergerac Implantée,cyranoimmobilier24@gmail.com,https://www.cyranoimmobilier.com/estimation,cyranoimmobilier.com,BASSE
4248,"Maurig Immobilier: Agences immobilières Marmande,Sainte ...",,ag@maurig-immobilier.com,https://www.maurigimmobilier.com/,maurigimmobilier.com,BASSE
4490,Agence immobilière Acquigny,Acquigny,acquigny@limmobilierenormande.fr,https://www.limmobilierenormande.com/agence-immobiliere-acquigny/,limmobilierenormande.com,BASSE
4496,Cabinet Roger votre agence immobilière de référence à Caen,Caen,info@cabinet-roger.fr,https://www.cabinet-roger.fr/,cabinet-roger.fr,BASSE
4565,Elodie immo Normandie,Saint,gestion@elodie-immonormandie.fr,https://www.elodie-immonormandie.fr/,elodie-immonormandie.fr,BASSE
4695,c'est vieux mais on y tient à notre adresse !club,,centralimmo@club-internet.fr,https://la-communaute.sfr.fr/t5/mon-offre-et-mon-contrat/club-internet-club-c-est-vieux-mais-on-y-tient-%C3%A0-notre-adresse/td-p/2496041,la-communaute.sfr.fr,BASSE
205,Enora Steinberg - Spécialisée dans l'immobilier parisien,Paris,enora.steinberg@gmail.com,https://fr.linkedin.com/in/enora-steinberg-26b60a293,fr.linkedin.com,BASSE
355,https://www.imax.com/en/fr,West Millennium Drive,contact@imax.fr,https://www.imax.com/en/fr,imax.com,BASSE
362,"Agence immobilière Courbevoie, Puteaux | Sans Vis-à-Vis",Puteaux,contact@sansvisavis.com,https://www.sansvisavis.com/,sansvisavis.com,BASSE
387,Agence immobilière à Levallois-Perret,Paris,info@lema-immobilier.fr,https://www.lema-immobilier.fr/agences-immobilieres/,lema-immobilier.fr,BASSE
473,EB Agency — Sites Web · Réseaux Sociaux · Événementiel,Contactez,contact@ebagency.fr,https://www.eb-agency.fr/,eb-agency.fr,BASSE
477,"Agence Immobilière ICI Dordogne Vergt, Tremolat et Le ...",Le Bugue Depuis,agence@icidordogne.fr,https://www.icidordogne.fr/,icidordogne.fr,BASSE
656,Société WB INVEST (WERNER IMMOBILIER) à 75016 PARIS,Paris,contact@wernerimmobilier.com,https://annuaire-entreprises.data.gouv.fr/entreprise/988059432,annuaire-entreprises.data.gouv.fr,BASSE
740,Toit En Tête – Histoire d'Immobilier,Ainsi,contact@toitentete.fr,http://www.toitentete.fr/,toitentete.fr,BASSE
806,the real estate agency Lacaz Immobilier at PRAYSSAS,,lacazimmobilier@gmail.com,https://lacazimmobilier.com/index.php?clangue=en,lacazimmobilier.com,BASSE
1005,FontAndré Immobilier - Agence Immobilière - Région Parisienne,Saint-Étienne France,contact@fontandreimmobilier.fr,https://www.fontandreimmobilier.fr/,fontandreimmobilier.fr,BASSE
1119,"Franck Loiodice, Directeur Commercial, Valma Immobilier ...",Villejuif,valma1@orange.fr,https://valma-immobilier.monsitemedia.fr/,valma-immobilier.monsitemedia.fr,BASSE
1159,"Immobilier Immo Coup de Coeur Bruxelles, Waterloo",Coeur Bruxelles,anne-catherine@immo-coupdecoeur.be,https://www.immo-coupdecoeur.be/,immo-coupdecoeur.be,BASSE
1248,Syndic de copropriétés - Savigny-sur-Orge,,syndic@as91.fr,https://www.agenceautoroutesud.fr/syndic.php,agenceautoroutesud.fr,BASSE
1251,Keops Immobilier - Montigny-le-Bretonneux,Montigny-Le-Bretonneux,keopsmontigny@yvelinoise.com,https://www.keops78.fr/,keops78.fr,BASSE
1267,"France Immo, agences immobilières Guyancourt, Magny les ...",Guyancourt,infoguyancourt@agencefranceimmo.com,https://www.agencefranceimmo.com/,agencefranceimmo.com,BASSE
1290,L'immobilier en toute simplicité - IMMOBILIERE VIGNEUX,Vigneux,immobiliere.vigneux@wanadoo.fr,https://immobiliere-vigneux.fr/,immobiliere-vigneux.fr,BASSE
1467,"Lyon 3 immobilier, agence immobilière Lyon 3ème",Lyon,contact@lyon3immo.com,https://www.lyon3immo.com/,lyon3immo.com,BASSE
1577,Dufossé Immobilier: Agence immobilière à Lyon pour achat et ...,Tassin,sebastien.dufosse@dufosse-immobilier.com,https://www.dufosseimmobilier.com/,dufosseimmobilier.com,BASSE
